1;fo;GRND_Jetway;1;JETWAY;
1;fo;FMC_Doors;0;DOORS;
1;fo;ELEC_MainBattery;1;MAIN BATTERY;
1;fo;LIGHTS_Storm;2;STORM LIGHTS;
1;fo;HYD_PriElecPumps;0;ELECTRIC PUMPS;
1;fo;HYD_DemandPumps;0;DEMAND PUMPS;
1;fo;OVHD_Wipers;0;WIPERS;
1;capt;MAIN_LndgGear;1;LANDING GEAR;
1;fo;PED_AltFlaps;2;ALT FLAPS;
1;fo;ELEC_BusTies;1;BUS TIES;
1;fo;ELEC_GrndPwr;1;GROUND POWER;
1;fo;MISC_Wait;120;WAITING FOR NEXT ACTION;
1;capt;PED_ParkingBrake;1;PARKING BRAKE;
1;fo;LIGHTS_Nav;1;NAV LIGHTS;
1;fo;LIGHTS_Logo;2;LOGO LIGHTS;
1;fo;TEST_Cvr;1;C V R TEST;
1;fo;OVHD_Adiru;1;ADIRS SWITCH;
1;fo;MISC_Wait;120;WAITING FOR NEXT ACTION;
1;fo;SIGN_EmerExitGrd;0;EMER EXIT GUARD;
1;capt;GRND_Catering;1;CATERING;
1;fo;FMC_LoadFmSimBrf;0;LOAD F M C FROM SIMBRIEF;
1;fo;MISC_WalkAround;600;WALK AROUND;
1;fo;GRND_Loading;0;PAX AND CARGO LOADING;
1;fo;FMC_TakeOffData;1;F M C TAKEOFF;
1;fo;Thrust_AsymComp;1;THRUST ASYM COMP;
1;fo;OVHD_PriFltComputerGrd;0;PRIMARY FLIGHT COMPUTERS;
1;fo;ELEC_IFEPassSeats;1;I F E PASS SEATS;
1;fo;ELEC_CabinUtility;1;CABIN UTILITY;
1;fo;ELEC_ApuGen;1;A P U GENERATOR;
1;fo;ELEC_BusTies;1;BUS TIES;
1;fo;ELEC_Generators;1;GENERATORS;
1;fo;ELEC_DriveDiscGrds;0;DRIVE DISCONNECT GUARD;
1;fo;ELEC_BackupGenerators;1;BACKUP GENERATORS;
1;fo;OVHD_CameraLights;0;CAMERA LIGHTS;
1;fo;OVHD_ServIntph;0;SERVICE INTERPHONE;
1;fo;OVHD_ServIntph;0;PASS OXYGEN GUARD;
1;fo;ICE_WindowHeat;1;WINDOW HEAT;
1;fo;OVHD_RamAirTurbGrd;0;RAM AIR GUARD;
1;fo;HYD_PriEngPumps;1;ENGINE PUMPS;
1;fo;SIGN_SeatBelts;1;SEAT BELTS;
1;fo;SIGN_NoSmoking;1;NO SMOKING;
1;fo;LIGHTS_Master;1;LIGHTS MASTER;
1;fo;LIGHTS_MasterBright;70;MASTER BRIGHTNESS;
1;fo;CARGO_FireArm;0;CARGO FIRE AMR;
1;fo;CARGO_FireDischGrd;0;FIRE DISCHARGE GUARD;
1;fo;TEST_Fire;1;CARGO FIRE TEST;
1;fo;ENG_EecMode;1;E E C MODE;
1;fo;EecModeGrd;0;E E C MODE GUARD;
1;fo;ENG_StartSelectors;1;START SELECTORS;
1;fo;ENG_AutoStart;1;AUTO START SWITCH;
1;fo;FUEL_JettisonSwitches;0;FUEL JETTISON;
1;fo;FUEL_JettisonNozzleGrd;0;FUEL NOZZLE GUARD;
1;fo;FUEL_RemainSelector;0;FUEL REMAIN;
1;fo;FUEL_JettisonArm;0;JETTISON ARM;
1;fo;FUEL_CrossFeed;0;FUEL CROSS FEED;
1;fo;FUEL_Pumps;0;FUEL PUMPS;
1;fo;ICE_Wing;0;WING ANTI-ICE;
1;fo;ICE_Eng;0;ENGINE ANTI-ICE;
1;fo;LIGHTS_Beacon;0;BEACON LIGHTS;
1;fo;LIGHTS_Wing;2;WING LIGHTS;
1;fo;LIGHTS_RwyTurnoff;0;TURN OFF IGHTS;
1;fo;LIGHTS_Strobe;0;STROBE LIGHTS;
1;fo;AIR_EquipCool;1;EQUIP COOLING;
1;fo;AIR_Gasper;1;GASPER;
1;fo;AIR_Recirc;2;RECIRC FANS;
1;fo;AIR_FltDeckTemp;35;FLIGHT DECK TEMP;
1;fo;AIR_CabinTemp;35;CABIN TEMP;
1;fo;AIR_Packs;2;PACKS;
1;fo;AIR_Trim;1;TRIM AIR;
1;fo;BLEED_Isln;1;BLEED AIR I S L N;
1;fo;BLEED_Eng;1;ENGINE BLEEDS;
1;fo;BLEED_Apu;1;A P U BLEED;
1;fo;PRESS_OutFlow;1;OUTFLOW VALVES;
1;fo;PRESS_LndAlt;0;LANDING ALT SELECTOR;
1;fo;EFIS_SetBaroRefCapt;0;LEFT BARO REFERENCE;
1;fo;EFIS_ModeCapt;2;LEFT EFIS MODE;
1;fo;EFIS_TfcCapt;3;LEFT EFIS TRAFFIC;
1;fo;EFIS_RangeCapt;2;LEFT EFIS RANGE;
1;fo;EFIS_SetBaro;1;SET PRESSURE;
1;fo;MCP_FltDirCapt;0;LEFT FLIGHT DIRECTOR;
1;fo;MCP_AutoThrottle;0;AUTO THROTTLE;
1;fo;MCP_FltDirFo;0;RIGHT FLIGHT DIRECTOR;
1;fo;EFIS_SetBaroRefFo;0;RIGHT BARO REFERENCE;
1;fo;EFIS_ModeFo;2;RIGHT EFIS MODE;
1;fo;EFIS_TfcFo;3;RIGHT EFIS TRAFFIC;
1;fo;EFIS_RangeFo;2;RIGHT EFIS RANGE;
1;fo;TEST_OxyCapt;0;LEFT OXYGEN TEST;
1;fo;TEST_OxyFo;0;RIGHT OXYGEN TEST;
1;capt;MAIN_AutoBrakes;0;AUTO BRAKES;
1;fo;PED_FuelCtrlSwitches;1;FUEL CONTROL SWITCHES;
1;fo;TEST_Evac;0;EVAC TEST;
1;capt;MISC_Text;1;RESET CHECKLIST;
1;capt;MISC_Text;1;IFR CLEARANCE;
1;capt;MISC_Text;1;OBTAIN ATIS;
1a;fo;ELEC_MainBattery;1;MAIN BATTERY;
1a;fo;LIGHTS_Nav;1;NAV LIGHTS;
1a;fo;OVHD_Adiru;1;ADIRS SWITCH;
1a;fo;MISC_Wait;120;WAITING FOR NEXT ACTION;
1a;fo;FMC_LoadFmSimBrf;0;LOAD F M C FROM SIMBRIEF;
1a;fo;MISC_WalkAround;600;WALK AROUND;
1a;fo;GRND_Loading;0;PAX AND CARGO LOADING;
1a;fo;ELEC_IFEPassSeats;1;I F E PASS SEATS;
1a;fo;ELEC_CabinUtility;1;CABIN UTILITY;
1a;fo;SIGN_SeatBelts;1;SEAT BELTS;
1a;fo;EFIS_ModeCapt;2;LEFT EFIS MODE;
1a;fo;EFIS_RangeCapt;2;LEFT EFIS RANGE;
1a;fo;EFIS_SetBaro;1;SET PRESSURE;
1a;fo;MCP_FltDirCapt;0;LEFT FLIGHT DIRECTOR;
1a;fo;MCP_AutoThrottle;0;AUTO THROTTLE;
1a;fo;MCP_FltDirFo;0;RIGHT FLIGHT DIRECTOR;
1a;fo;EFIS_ModeFo;2;RIGHT EFIS MODE;
1a;fo;EFIS_RangeFo;2;RIGHT EFIS RANGE;
1a;capt;MAIN_AutoBrakes;0;AUTO BRAKES;
1a;capt;PED_ParkingBrake;1;PARKING BRAKE;
1a;capt;MISC_Text;1;RESET CHECKLIST;
1a;capt;MISC_Text;1;IFR CLEARANCE;
1a;capt;MISC_Text;1;OBTAIN ATIS;
2;TEST_Oxy;OXYGEN;TESTED 100%;tested;1
2;MISC_FltInstruments;FLIGHT INSTRUMENTS;SET;set;1
2;FCTL_ParkBrake;PARKING BRAKE;ON;on;1
2;FUEL_ControlSwitches;FUEL CONTROL SWITCHES;CUTOFF;cutoff;0
2;BRIEF_Dep;DEPARTURE BRIEFING;COMPLETED;completed;1
3;fo;GRND_Jetway;0;JETWAY;
3;fo;MISC_CrewSafetyMsg;0;SAFETY MESSAGE;
3;fo;MCP_SetSpeed;1;SET SPEED;
3;fo;MCP_Lnav;1;L-NAV;
3;fo;MCP_Vnav;1;V-NAV;
3;fo;MCP_SetHeading;1;SET HEADING;
3;fo;MCP_SetAltitude;1;SET ALTITUDE;
3;fo;FMC_RightPage;3;RIGHT F M C PAGE;
3;fo;DSP_Page;1;DISPLAY SELECT PANEL;
3;fo;ELEC_Apu;1;AUX POWER UNIT;
3;fo;DSP_Page;3;DISPLAY SELECT PANEL;
3;fo;HYD_PriElecPumps;1;HYDRAULIC ELECTRIC PUMPS;
3;fo;HYD_PriEngPumps;1;HYDRAULIC ENGINE PUMPS;
3;fo;HYD_DemandPumps;2;HYDRAULIC DEMAND PUMPS;
3;fo;FUEL_Pumps;1;FUEL PUMPS;
3;fo;LIGHTS_Beacon;1;BEACON LIGHTS;
3;fo;ELEC_GrndPwr;0;GROUND POWER;
3;fo;DSP_Page;12;DISPLAY SELECT PANEL;
3;fo;DSP_Page;0;DISPLAY SELECT PANEL;
3;capt;MISC_Text;1;SET TRIM;
3;capt;MISC_Text;1;TAXI CLEARANCE;
3;capt;MISC_Text;1;START ACARS;
4;PED_FltDeckDoor;FLIGHT DECK DOOR;LOCKED;clsedLocked;1
4;SIGN_SeatBelts;PASSENGER SIGNS;ON;on;1
4;MCP_Check;M C P;SET;set;2
4;MISC_TakeoffSpeeds;TAKEOFF SPEEDS;CHECKED;chkd;2
4;FMC_PreFlight;CDU PREFLIGHT;COMPLETED;completed;2
4;FCTL_Trim;TRIM;SET;set;1
4;BRIEF_Dep;DEPARTURE BRIEFING;COMPLETED;completed;1
4;LIGHTS_Beacon;BEACON LIGHTS;ON;on;1
5;fo;ENG_RdyForStartCheck;0;CHECK FOR ENG START;
5;fo;MISC_Wait;3;WAITING FOR NEXT ACTION;
5;capt;ENG_RightStartSwitch;0;RIGHT ENG START SWITCH;
5;capt;PED_RightFuelControl;0;RIGHT FUEL CONTROL;
5;fo;MISC_Wait;45;WAITING FOR NEXT ACTION;
5;capt;ENG_LeftStartSwitch;0;LEFT ENG START SWITCH;
5;capt;PED_LeftFuelControl;0;LEFT FUEL CONTROL;
5;fo;MISC_Wait;45;WAITING FOR NEXT ACTION;
6;fo;ELEC_Apu;0;AUX POWER UNIT;
6;fo;LIGHTS_Taxi;1;TAXI LIGHTS;
6;fo;LIGHTS_Storm;0;STORM LIGHTS;
6;capt;PED_Flaps;1;FLAPS;
6;fo;XPNDR_Mode;4;TRANSPONDER;
6;fo;MISC_ChkLeftRight;1;CHECK LEFT AND RIGHT;
6;capt;MISC_Text;1;SET TRIM;
7;ICE_AntiIce;ANTI-ICE;CHECKED;chkd;1
7;MISC_Recall;RECALL;CHECKED;chkd;1
7;MAIN_AutoBrakes;AUTO BRAKES;RTO;rto;0
7;TEST_FlightControls;FLIGHT CONTROL TEST;CHECKED;chkd;1
8;fo;LIGHTS_Landing;1;LANDING LIGHTS;
8;fo;LIGHTS_RwyTurnoff;2;TURNOFF LIGHTS;
8;fo;LIGHTS_Strobe;1;STROBE LIGHTS;
8;fo;EFIS_PosTerrFo;1;RIGHT EFIS TERRAIN;
8;fo;MAIN_RightClock;1;CLOCK;
9;MISC_CabinCrew;CABIN CREW;NOTIFIED;notified;1
9;FCTL_Flaps;FLAPS;SET;set;1
10;fo;LIGHTS_RwyTurnoff;0;TURNOFF LIGHTS;
10;fo;LIGHTS_Taxi;0;TAXI LIGHTS;
10;fo;LIGHTS_Landing;3;LANDING LIGHTS;
11;FCTL_LndgGear;GEAR;UP;up;0
11;FCTL_Flaps;FLAPS;UP;up;0
12;fo;FMC_LndgData;1;F M C LANDING;
12;fo;FMC_RightPage;3;RIGHT F M C PAGE;
12;capt;MAIN_AutoBrakes;6;AUTO BRAKES;
12;fo;EFIS_ModeFo;0;RIGHT EFIS MODE;
12;fo;EFIS_RangeFo;1;RIGHT EFIS RANGE;
12;fo;DSP_Page;12;DSP PAGE;
13;MISC_Recall;RECALL;CHECKED;chkd;1
13;MAIN_AutoBrakes;AUTO BRAKES;SET;set;2
13;FMC_LndgData;LANDING DATA;CHECKED;chkd;1
13;BRIEF_Appr;APPROACH BRIEF;COMPLETED;completed;1
14;BARO_Ref;BARO REFERENCE;CHECKED;chkd;2
15;MISC_CabinCrew;CABIN CREW;NOTIFIED;notified;2
15;FCTL_SpeedBrake;SPEED BRAKE;ARMED;armed;2
15;FCTL_LndgGear;GEAR;DOWN;down;1
15;FCTL_Flaps;FLAPS;SET;set;2
16;fo;LIGHTS_RwyTurnoff;2;TURNOFF LIGHTS;
16;fo;LIGHTS_Taxi;1;TAXI LIGHTS;
16;fo;ELEC_Apu;2;AUX POWER UNIT;
16;fo;LIGHTS_Landing;0;LANDING LIGHTS;
16;fo;LIGHTS_Strobe;0;LIGHTS_Strobe;
